CD,CSPA category,is CD,ENTREZ ac,ENTREZ gene symbol,Experiment tag,ID link,UP entry name,celltype (Table!S4!statistics$1),Count Detection In Different Cell Types,Num Unique Peps,Organism,Protein Probability
no,1 - high confidence,non CD,2147,F2,HDLM-2,P00734,THRB_HUMAN,HDLM-2,10,1,Human,0.9945
no,1 - high confidence,non CD,221061,FAM171A1,HDLM-2,Q5VUB5,F1711_HUMAN,HDLM-2,15,1,Human,0.9945
no,1 - high confidence,non CD,11148,HHLA2,HDLM-2,Q9UM44,HHLA2_HUMAN,HDLM-2,2,1,Human,0.9945
no,1 - high confidence,non CD,3105,HLA-A,HDLM-2,P01891,1A68_HUMAN,HDLM-2,19,1,Human,0.9893
no,1 - high confidence,non CD,3123,HLA-DRB1,HDLM-2,Q95IE3,2B1C_HUMAN,HDLM-2,6,1,Human,0.9759
no,1 - high confidence,non CD,3134,HLA-F,HDLM-2,P30511,HLAF_HUMAN,HDLM-2,7,1,Human,0.9579
no,1 - high confidence,non CD,3455,IFNAR2,HDLM-2,P48551,INAR2_HUMAN,HDLM-2,21,1,Human,0.9945
no,1 - high confidence,non CD,23065,KIAA0090,HDLM-2,Q8N766,K0090_HUMAN,HDLM-2,28,1,Human,0.994
no,1 - high confidence,non CD,94030,LRRC4B,HDLM-2,Q9NT99,LRC4B_HUMAN,HDLM-2,12,1,Human,0.9945
no,1 - high confidence,non CD,1954,MEGF8,HDLM-2,Q7Z7M0,MEGF8_HUMAN,HDLM-2,8,1,Human,0.9945
no,1 - high confidence,non CD,4240,MFGE8,HDLM-2,Q08431,MFGM_HUMAN,HDLM-2,18,1,Human,0.9945
no,1 - high confidence,non CD,4276,MICA,HDLM-2,Q29983,MICA_HUMAN,HDLM-2,32,1,Human,0.9945
no,1 - high confidence,non CD,408050,NOMO3,HDLM-2,P69849,NOMO3_HUMAN,HDLM-2,23,1,Human,0.9929
no,1 - high confidence,non CD,4851,NOTCH1,HDLM-2,P46531,NOTC1_HUMAN,HDLM-2,10,1,Human,0.9924
no,1 - high confidence,non CD,5027,P2RX7,HDLM-2,Q99572,P2RX7_HUMAN,HDLM-2,7,1,Human,0.9898
no,1 - high confidence,non CD,51604,PIGT,HDLM-2,Q969N2,PIGT_HUMAN,HDLM-2,13,1,Human,0.9748
no,1 - high confidence,non CD,5360,PLTP,HDLM-2,P55058,PLTP_HUMAN,HDLM-2,17,1,Human,0.9945
no,1 - high confidence,non CD,5364,PLXNB1,HDLM-2,O43157,PLXB1_HUMAN,HDLM-2,25,1,Human,0.9945
no,1 - high confidence,non CD,5551,PRF1,HDLM-2,P14222,PERF_HUMAN,HDLM-2,3,1,Human,0.9945
no,1 - high confidence,non CD,5733,PTGER3,HDLM-2,P43115,PE2R3_HUMAN,HDLM-2,1,1,Human,0.966
no,1 - high confidence,non CD,5754,PTK7,HDLM-2,Q13308,PTK7_HUMAN,HDLM-2,32,1,Human,0.9446
no,1 - high confidence,non CD,5792,PTPRF,HDLM-2,P10586,PTPRF_HUMAN,HDLM-2,28,1,Human,0.9945
no,1 - high confidence,non CD,353091,RAET1G,HDLM-2,Q6H3X3,RET1G_HUMAN,HDLM-2,18,1,Human,0.9945
no,1 - high confidence,non CD,6400,SEL1L,HDLM-2,Q9UBV2,SE1L1_HUMAN,HDLM-2,26,1,Human,0.9945
no,1 - high confidence,non CD,5176,SERPINF1,HDLM-2,P36955,PEDF_HUMAN,HDLM-2,6,1,Human,0.9945
no,1 - high confidence,non CD,114836,SLAMF6,HDLM-2,Q96DU3,SLAF6_HUMAN,HDLM-2,10,1,Human,0.9929
no,1 - high confidence,non CD,56996,SLC12A9,HDLM-2,Q9BXP2,S12A9_HUMAN,HDLM-2,18,1,Human,0.9945
no,1 - high confidence,non CD,113235,SLC46A1,HDLM-2,Q96NT5,PCFT_HUMAN,HDLM-2,26,1,Human,0.9945
no,1 - high confidence,non CD,8140,SLC7A5,HDLM-2,Q01650,LAT1_HUMAN,HDLM-2,5,1,Human,0.9722
no,1 - high confidence,non CD,6586,SLIT3,HDLM-2,O75094,SLIT3_HUMAN,HDLM-2,9,1,Human,0.9945
no,1 - high confidence,non CD,56928,SPPL2B,HDLM-2,Q8TCT7,PSL1_HUMAN,HDLM-2,22,1,Human,0.9945
no,1 - high confidence,non CD,6745,SSR1,HDLM-2,P43307,SSRA_HUMAN,HDLM-2,10,1,Human,0.9945
no,1 - high confidence,non CD,6482,ST3GAL1,HDLM-2,Q11201,SIA4A_HUMAN,HDLM-2,14,1,Human,0.9945
no,1 - high confidence,non CD,6786,STIM1,HDLM-2,Q13586,STIM1_HUMAN,HDLM-2,18,1,Human,0.9945
no,1 - high confidence,non CD,64420,SUSD1,HDLM-2,Q6UWL2,SUSD1_HUMAN,HDLM-2,4,1,Human,0.9843
no,1 - high confidence,non CD,7040,TGFB1,HDLM-2,P01137,TGFB1_HUMAN,HDLM-2,13,1,Human,0.9945
no,1 - high confidence,non CD,7049,TGFBR3,HDLM-2,Q03167,TGBR3_HUMAN,HDLM-2,3,1,Human,0.9859
no,1 - high confidence,non CD,7076,TIMP1,HDLM-2,P01033,TIMP1_HUMAN,HDLM-2,27,1,Human,0.9945
no,1 - high confidence,non CD,83941,TM2D1,HDLM-2,Q9BX74,TM2D1_HUMAN,HDLM-2,17,1,Human,0.9945
no,1 - high confidence,non CD,56889,TM9SF3,HDLM-2,Q9HD45,TM9S3_HUMAN,HDLM-2,44,1,Human,0.9945
no,1 - high confidence,non CD,84910,TMEM87B,HDLM-2,Q96K49,TM87B_HUMAN,HDLM-2,12,1,Human,0.9304
no,1 - high confidence,non CD,54495,TMX3,HDLM-2,Q96JJ7,TMX3_HUMAN,HDLM-2,14,1,Human,0.9945
no,1 - high confidence,non CD,7201,TRHR,HDLM-2,P34981,TRFR_HUMAN,HDLM-2,4,1,Human,0.8936
no,1 - high confidence,non CD,7301,TYRO3,HDLM-2,Q06418,TYRO3_HUMAN,HDLM-2,17,1,Human,0.994
no,1 - high confidence,non CD,114990,VASN,HDLM-2,Q6EMK4,VASN_HUMAN,HDLM-2,23,1,Human,0.9929
CD107b,1 - high confidence,CD,3920,LAMP2,HDLM-2,P13473,LAMP2_HUMAN,HDLM-2,35,2,Human,0.9998
CD132,1 - high confidence,CD,3561,IL2RG,HDLM-2,P31785,IL2RG_HUMAN,HDLM-2,14,2,Human,1
CD265,1 - high confidence,CD,8792,TNFRSF11A,HDLM-2,Q9Y6Q6,TNR11_HUMAN,HDLM-2,5,2,Human,1
CD305,1 - high confidence,CD,3903,LAIR1,HDLM-2,Q6GTX8,LAIR1_HUMAN,HDLM-2,11,2,Human,1
CD322,1 - high confidence,CD,58494,JAM2,HDLM-2,P57087,JAM2_HUMAN,HDLM-2,23,2,Human,1
CD58,1 - high confidence,CD,965,CD58,HDLM-2,P19256,LFA3_HUMAN,HDLM-2,40,2,Human,1
CD63,1 - high confidence,CD,967,CD63,HDLM-2,P08962,CD63_HUMAN,HDLM-2,42,2,Human,1
no,1 - high confidence,non CD,53616,ADAM22,HDLM-2,Q9P0K1,ADA22_HUMAN,HDLM-2,12,2,Human,1
no,1 - high confidence,non CD,11120,BTN2A1,HDLM-2,Q7KYR7,BT2A1_HUMAN,HDLM-2,33,2,Human,1
no,1 - high confidence,non CD,10384,BTN3A3,HDLM-2,O00478,BT3A3_HUMAN,HDLM-2,33,2,Human,1
no,1 - high confidence,non CD,131450,CD200R1,HDLM-2,Q8TD46,MO2R1_HUMAN,HDLM-2,8,2,Human,1
no,1 - high confidence,non CD,26504,CNNM4,HDLM-2,Q6P4Q7,CNNM4_HUMAN,HDLM-2,35,2,Human,1
no,1 - high confidence,non CD,8506,CNTNAP1,HDLM-2,P78357,CNTP1_HUMAN,HDLM-2,16,2,Human,1
no,1 - high confidence,non CD,1435,CSF1,HDLM-2,P09603,CSF1_HUMAN,HDLM-2,15,2,Human,1
no,1 - high confidence,non CD,1889,ECE1,HDLM-2,P42892,ECE1_HUMAN,HDLM-2,40,2,Human,1
no,1 - high confidence,non CD,2153,F5,HDLM-2,P12259,FA5_HUMAN,HDLM-2,19,2,Human,0.9988
no,1 - high confidence,non CD,53834,FGFRL1,HDLM-2,Q8N441,FGRL1_HUMAN,HDLM-2,26,2,Human,1
no,1 - high confidence,non CD,3105,HLA-A,HDLM-2,P30459,1A74_HUMAN,HDLM-2,6,2,Human,1
no,1 - high confidence,non CD,3106,HLA-B,HDLM-2,P30685,1B35_HUMAN,HDLM-2,6,2,Human,0.9998
no,1 - high confidence,non CD,3107,HLA-C,HDLM-2,P10321,1C07_HUMAN,HDLM-2,5,2,Human,1
no,1 - high confidence,non CD,3118,HLA-DQA2,HDLM-2,P01906,2DA2_HUMAN,HDLM-2,1,2,Human,0.9999
no,1 - high confidence,non CD,3949,LDLR,HDLM-2,P01130,LDLR_HUMAN,HDLM-2,4,2,Human,1
no,1 - high confidence,non CD,4012,LNPEP,HDLM-2,Q9UIQ6,LCAP_HUMAN,HDLM-2,39,2,Human,1
no,1 - high confidence,non CD,5361,PLXNA1,HDLM-2,Q9UIW2,PLXA1_HUMAN,HDLM-2,41,2,Human,1
no,1 - high confidence,non CD,8698,S1PR4,HDLM-2,O95977,S1PR4_HUMAN,HDLM-2,10,2,Human,1
no,1 - high confidence,non CD,949,SCARB1,HDLM-2,Q8WTV0,SCRB1_HUMAN,HDLM-2,31,2,Human,0.9997
no,1 - high confidence,non CD,54910,SEMA4C,HDLM-2,Q9C0C4,SEM4C_HUMAN,HDLM-2,14,2,Human,1
no,1 - high confidence,non CD,6548,SLC9A1,HDLM-2,P19634,SL9A1_HUMAN,HDLM-2,20,2,Human,1
no,1 - high confidence,non CD,222068,TMED4,HDLM-2,Q7Z7H5,TMED4_HUMAN,HDLM-2,25,2,Human,1
no,1 - high confidence,non CD,25963,TMEM87A,HDLM-2,Q8NBN3,TM87A_HUMAN,HDLM-2,27,2,Human,1
no,1 - high confidence,non CD,79770,TXNDC15,HDLM-2,Q96J42,TXD15_HUMAN,HDLM-2,17,2,Human,1
CD197,1 - high confidence,CD,1236,CCR7,HDLM-2,P32248,CCR7_HUMAN,HDLM-2,9,3,Human,1
CD23,1 - high confidence,CD,2208,FCER2,HDLM-2,P06734,FCER2_HUMAN,HDLM-2,10,3,Human,1
CD274,1 - high confidence,CD,29126,CD274,HDLM-2,Q9NZQ7,PD1L1_HUMAN,HDLM-2,21,3,Human,1
CD280,1 - high confidence,CD,9902,MRC2,HDLM-2,Q9UBG0,MRC2_HUMAN,HDLM-2,28,3,Human,1
CD316,1 - high confidence,CD,93185,IGSF8,HDLM-2,Q969P0,IGSF8_HUMAN,HDLM-2,36,3,Human,1
CD45,1 - high confidence,CD,5788,PTPRC,HDLM-2,P08575,PTPRC_HUMAN,HDLM-2,19,3,Human,1
CD55,1 - high confidence,CD,1604,CD55,HDLM-2,P08174,DAF_HUMAN,HDLM-2,40,3,Human,1
CDw210b,1 - high confidence,CD,3588,IL10RB,HDLM-2,Q08334,I10R2_HUMAN,HDLM-2,16,3,Human,1
no,1 - high confidence,non CD,53,ACP2,HDLM-2,P11117,PPAL_HUMAN,HDLM-2,21,3,Human,1
no,1 - high confidence,non CD,90,ACVR1,HDLM-2,Q04771,ACVR1_HUMAN,HDLM-2,8,3,Human,1
no,1 - high confidence,non CD,64109,CRLF2,HDLM-2,Q9HC73,CRLF2_HUMAN,HDLM-2,5,3,Human,1
no,1 - high confidence,non CD,3119,HLA-DQB1,HDLM-2,P01920,DQB1_HUMAN,HDLM-2,10,3,Human,1
no,1 - high confidence,non CD,3454,IFNAR1,HDLM-2,P17181,INAR1_HUMAN,HDLM-2,32,3,Human,1
no,1 - high confidence,non CD,9019,MPZL1,HDLM-2,O95297,MPZL1_HUMAN,HDLM-2,46,3,Human,1
no,1 - high confidence,non CD,23225,NUP210,HDLM-2,Q8TEM1,PO210_HUMAN,HDLM-2,24,3,Human,1
no,1 - high confidence,non CD,5796,PTPRK,HDLM-2,Q15262,PTPRK_HUMAN,HDLM-2,17,3,Human,1
no,1 - high confidence,non CD,54732,TMED9,HDLM-2,Q9BVK6,TMED9_HUMAN,HDLM-2,28,3,Human,1
CD107a,1 - high confidence,CD,3916,LAMP1,HDLM-2,P11279,LAMP1_HUMAN,HDLM-2,38,4,Human,1
CD111,1 - high confidence,CD,5818,PVRL1,HDLM-2,Q15223,PVRL1_HUMAN,HDLM-2,38,4,Human,1
CD137,1 - high confidence,CD,3604,TNFRSF9,HDLM-2,Q07011,TNR9_HUMAN,HDLM-2,2,4,Human,1
no,1 - high confidence,non CD,3120,HLA-DQB2,HDLM-2,P05538,DQB2_HUMAN,HDLM-2,11,4,Human,1
no,1 - high confidence,non CD,9466,IL27RA,HDLM-2,Q6UWB1,I27RA_HUMAN,HDLM-2,10,4,Human,1
no,1 - high confidence,non CD,4074,M6PR,HDLM-2,P20645,MPRD_HUMAN,HDLM-2,42,4,Human,1
no,1 - high confidence,non CD,2030,SLC29A1,HDLM-2,Q99808,S29A1_HUMAN,HDLM-2,45,4,Human,1
no,1 - high confidence,non CD,25800,SLC39A6,HDLM-2,Q13433,S39A6_HUMAN,HDLM-2,41,4,Human,1
CD156c,1 - high confidence,CD,102,ADAM10,HDLM-2,O14672,ADA10_HUMAN,HDLM-2,42,5,Human,1
CD213a1,1 - high confidence,CD,3597,IL13RA1,HDLM-2,P78552,I13R1_HUMAN,HDLM-2,5,5,Human,1
CD59,1 - high confidence,CD,966,CD59,HDLM-2,P13987,CD59_HUMAN,HDLM-2,45,5,Human,1
no,1 - high confidence,non CD,196527,ANO6,HDLM-2,Q4KMQ2,ANO6_HUMAN,HDLM-2,45,5,Human,1
no,1 - high confidence,non CD,821,CANX,HDLM-2,P27824,CALX_HUMAN,HDLM-2,31,5,Human,1
no,1 - high confidence,non CD,2047,EPHB1,HDLM-2,P54762,EPHB1_HUMAN,HDLM-2,8,5,Human,1
no,1 - high confidence,non CD,10960,LMAN2,HDLM-2,Q12907,LMAN2_HUMAN,HDLM-2,29,5,Human,1
no,1 - high confidence,non CD,10509,SEMA4B,HDLM-2,Q9NPR2,SEM4B_HUMAN,HDLM-2,14,5,Human,1
no,1 - high confidence,non CD,6513,SLC2A1,HDLM-2,P11166,GTR1_HUMAN,HDLM-2,42,5,Human,1
CD2,1 - high confidence,CD,914,CD2,HDLM-2,P06729,CD2_HUMAN,HDLM-2,5,6,Human,1
CD273,1 - high confidence,CD,80380,PDCD1LG2,HDLM-2,Q9BQ51,PD1L2_HUMAN,HDLM-2,9,6,Human,1
CD40,1 - high confidence,CD,958,CD40,HDLM-2,P25942,TNR5_HUMAN,HDLM-2,25,6,Human,1
CD46,1 - high confidence,CD,4179,CD46,HDLM-2,P15529,MCP_HUMAN,HDLM-2,37,6,Human,1
no,1 - high confidence,non CD,4914,NTRK1,HDLM-2,P04629,NTRK1_HUMAN,HDLM-2,5,6,Human,1
no,1 - high confidence,non CD,57451,ODZ2,HDLM-2,Q9NT68,TEN2_HUMAN,HDLM-2,13,6,Human,1
no,1 - high confidence,non CD,6746,SSR2,HDLM-2,P43308,SSRB_HUMAN,HDLM-2,29,6,Human,1
no,1 - high confidence,non CD,7448,VTN,HDLM-2,P04004,VTNC_HUMAN,HDLM-2,19,6,Human,1
CD276,1 - high confidence,CD,80381,CD276,HDLM-2,Q5ZPR3,CD276_HUMAN,HDLM-2,36,7,Human,1
CD29,1 - high confidence,CD,3688,ITGB1,HDLM-2,P05556,ITB1_HUMAN,HDLM-2,45,7,Human,1
CD83,1 - high confidence,CD,9308,CD83,HDLM-2,Q01151,CD83_HUMAN,HDLM-2,15,7,Human,1
no,1 - high confidence,non CD,3113,HLA-DPA1,HDLM-2,P20036,DPA1_HUMAN,HDLM-2,23,7,Human,1
CD109,1 - high confidence,CD,135228,CD109,HDLM-2,Q6YHK3,CD109_HUMAN,HDLM-2,37,8,Human,1
CD25,1 - high confidence,CD,3559,IL2RA,HDLM-2,P01589,IL2RA_HUMAN,HDLM-2,2,8,Human,1
CD80,1 - high confidence,CD,941,CD80,HDLM-2,P33681,CD80_HUMAN,HDLM-2,11,8,Human,1
no,1 - high confidence,non CD,4756,NEO1,HDLM-2,Q92859,NEO1_HUMAN,HDLM-2,36,8,Human,1
no,1 - high confidence,non CD,23516,SLC39A14,HDLM-2,Q15043,S39AE_HUMAN,HDLM-2,42,8,Human,1
CD121b,1 - high confidence,CD,7850,IL1R2,HDLM-2,P27930,IL1R2_HUMAN,HDLM-2,8,9,Human,1
CD150,1 - high confidence,CD,6504,SLAMF1,HDLM-2,Q13291,SLAF1_HUMAN,HDLM-2,12,9,Human,1
no,1 - high confidence,non CD,3105,HLA-A,HDLM-2,P01892,1A02_HUMAN,HDLM-2,21,9,Human,1
no,1 - high confidence,non CD,3123,HLA-DRB1,HDLM-2,P01912,HB2B_HUMAN,HDLM-2,12,9,Human,1
no,1 - high confidence,non CD,3127,HLA-DRB5,HDLM-2,Q30154,DRB5_HUMAN,HDLM-2,5,9,Human,1
no,1 - high confidence,non CD,27020,NPTN,HDLM-2,Q9Y639,NPTN_HUMAN,HDLM-2,46,9,Human,1
CD123,1 - high confidence,CD,3563,IL3RA,HDLM-2,P26951,IL3RA_HUMAN,HDLM-2,5,10,Human,1
CD317,1 - high confidence,CD,684,BST2,HDLM-2,Q10589,BST2_HUMAN,HDLM-2,34,10,Human,1
CD106,1 - high confidence,CD,7412,VCAM1,HDLM-2,P19320,VCAM1_HUMAN,HDLM-2,10,11,Human,1
CD298,1 - high confidence,CD,483,ATP1B3,HDLM-2,P54709,AT1B3_HUMAN,HDLM-2,45,11,Human,1
no,1 - high confidence,non CD,1191,CLU,HDLM-2,P10909,CLUS_HUMAN,HDLM-2,32,11,Human,1
no,1 - high confidence,non CD,3105,HLA-A,HDLM-2,P30443,1A01_HUMAN,HDLM-2,4,11,Human,1
no,1 - high confidence,non CD,3106,HLA-B,HDLM-2,P30481,1B44_HUMAN,HDLM-2,7,11,Human,1
no,1 - high confidence,non CD,3123,HLA-DRB1,HDLM-2,P01911,2B1F_HUMAN,HDLM-2,4,11,Human,1
no,1 - high confidence,non CD,23654,PLXNB2,HDLM-2,O15031,PLXB2_HUMAN,HDLM-2,40,11,Human,1
CD166,1 - high confidence,CD,214,ALCAM,HDLM-2,Q13740,CD166_HUMAN,HDLM-2,41,12,Human,1
CD232,1 - high confidence,CD,10154,PLXNC1,HDLM-2,O60486,PLXC1_HUMAN,HDLM-2,14,12,Human,1
no,1 - high confidence,non CD,3106,HLA-B,HDLM-2,P30460,1B08_HUMAN,HDLM-2,2,12,Human,1
no,1 - high confidence,non CD,3125,HLA-DRB3,HDLM-2,P79483,DRB3_HUMAN,HDLM-2,7,12,Human,1
CD148,1 - high confidence,CD,5795,PTPRJ,HDLM-2,Q12913,PTPRJ_HUMAN,HDLM-2,40,13,Human,1
CD44,1 - high confidence,CD,960,CD44,HDLM-2,P16070,CD44_HUMAN,HDLM-2,42,13,Human,1
no,1 - high confidence,non CD,3321,IGSF3,HDLM-2,O75054,IGSF3_HUMAN,HDLM-2,24,13,Human,1
CD49c,1 - high confidence,CD,3675,ITGA3,HDLM-2,P26006,ITA3_HUMAN,HDLM-2,38,14,Human,1
CD86,1 - high confidence,CD,942,CD86,HDLM-2,P42081,CD86_HUMAN,HDLM-2,12,14,Human,1
CD102,1 - high confidence,CD,3384,ICAM2,HDLM-2,P13598,ICAM2_HUMAN,HDLM-2,23,15,Human,1
no,1 - high confidence,non CD,3848,KRT1,HDLM-2,P04264,K2C1_HUMAN,HDLM-2,30,15,Human,1
CD205,1 - high confidence,CD,4065,LY75,HDLM-2,O60449,LY75_HUMAN,HDLM-2,26,16,Human,1
CD95,1 - high confidence,CD,355,FAS,HDLM-2,P25445,TNR6_HUMAN,HDLM-2,24,16,Human,1
no,1 - high confidence,non CD,3115,HLA-DPB1,HDLM-2,P04440,DPB1_HUMAN,HDLM-2,18,17,Human,1
CD98,1 - high confidence,CD,6520,SLC3A2,HDLM-2,P08195,4F2_HUMAN,HDLM-2,46,18,Human,1
CD90,1 - high confidence,CD,7070,THY1,HDLM-2,P04216,THY1_HUMAN,HDLM-2,25,19,Human,1
CD100,1 - high confidence,CD,10507,SEMA4D,HDLM-2,Q92854,SEM4D_HUMAN,HDLM-2,26,20,Human,1
CD146,1 - high confidence,CD,4162,MCAM,HDLM-2,P43121,MUC18_HUMAN,HDLM-2,26,20,Human,1
CD97,1 - high confidence,CD,976,CD97,HDLM-2,P48960,CD97_HUMAN,HDLM-2,42,22,Human,1
CD30,1 - high confidence,CD,943,TNFRSF8,HDLM-2,P28908,TNR8_HUMAN,HDLM-2,11,25,Human,1
CD71,1 - high confidence,CD,7037,TFRC,HDLM-2,P02786,TFR1_HUMAN,HDLM-2,38,25,Human,1
CD147,1 - high confidence,CD,682,BSG,HDLM-2,P35613,BASI_HUMAN,HDLM-2,47,30,Human,1
no,1 - high confidence,non CD,3122,HLA-DRA,HDLM-2,P01903,2DRA_HUMAN,HDLM-2,18,31,Human,1
CD54,1 - high confidence,CD,3383,ICAM1,HDLM-2,P05362,ICAM1_HUMAN,HDLM-2,41,32,Human,1
CD74,1 - high confidence,CD,972,CD74,HDLM-2,P04233,HG2A_HUMAN,HDLM-2,18,48,Human,1
CD50,1 - high confidence,CD,3385,ICAM3,HDLM-2,P32942,ICAM3_HUMAN,HDLM-2,17,49,Human,1
CD113,1 - high confidence,CD,25945,PVRL3,HEK,Q9NQS3,PVRL3_HUMAN,HEK,19,1,Human,0.9946
CD119,1 - high confidence,CD,3459,IFNGR1,HEK,P15260,INGR1_HUMAN,HEK,30,1,Human,0.9946
CD133,1 - high confidence,CD,8842,PROM1,HEK,O43490,PROM1_HUMAN,HEK,6,1,Human,0.9946
CD136,1 - high confidence,CD,4486,MST1R,HEK,Q04912,RON_HUMAN,HEK,14,1,Human,0.9946
CD164,1 - high confidence,CD,8763,CD164,HEK,Q04900,MUC24_HUMAN,HEK,4,1,Human,0.9946
CD208,1 - high confidence,CD,27074,LAMP3,HEK,Q9UQV4,LAMP3_HUMAN,HEK,4,1,Human,0.9946
CD218a,1 - high confidence,CD,8809,IL18R1,HEK,Q13478,IL18R_HUMAN,HEK,11,1,Human,0.9946
CD243,1 - high confidence,CD,5243,ABCB1,HEK,P08183,MDR1_HUMAN,HEK,8,1,Human,0.9946
CD26,1 - high confidence,CD,1803,DPP4,HEK,P27487,DPP4_HUMAN,HEK,22,1,Human,0.9946
CD316,1 - high confidence,CD,93185,IGSF8,HEK,Q969P0,IGSF8_HUMAN,HEK,36,1,Human,0.9946
CD339,1 - high confidence,CD,182,JAG1,HEK,P78504,JAG1_HUMAN,HEK,19,1,Human,0.9946
CD340,1 - high confidence,CD,2064,ERBB2,HEK,P04626,ERBB2_HUMAN,HEK,14,1,Human,0.9946
CD87,1 - high confidence,CD,5329,PLAUR,HEK,Q03405,UPAR_HUMAN,HEK,27,1,Human,0.9946
CDw210b,1 - high confidence,CD,3588,IL10RB,HEK,Q08334,I10R2_HUMAN,HEK,16,1,Human,0.9417
no,1 - high confidence,non CD,0,ACAM,HEK,Q9H6B4,ACAM_HUMAN,HEK,22,1,Human,0.9946
no,1 - high confidence,non CD,41,ACCN2,HEK,P78348,ACCN2_HUMAN,HEK,1,1,Human,0.9946
no,1 - high confidence,non CD,93,ACVR2B,HEK,Q13705,AVR2B_HUMAN,HEK,1,1,Human,0.9908
no,1 - high confidence,non CD,8751,ADAM15,HEK,Q13444,ADA15_HUMAN,HEK,21,1,Human,0.9771
no,1 - high confidence,non CD,152,ADRA2C,HEK,P18825,ADA2C_HUMAN,HEK,3,1,Human,0.9946
no,1 - high confidence,non CD,375790,AGRN,HEK,O00468,AGRIN_HUMAN,HEK,14,1,Human,0.9818
no,1 - high confidence,non CD,57463,AMIGO1,HEK,Q86WK6,AMGO1_HUMAN,HEK,7,1,Human,0.9946
no,1 - high confidence,non CD,203859,ANO5,HEK,Q75V66,ANO5_HUMAN,HEK,1,1,Human,0.9903
no,1 - high confidence,non CD,0,APR3,HEK,Q6UW56,APR3_HUMAN,HEK,11,1,Human,0.9946
no,1 - high confidence,non CD,23545,ATP6V0A2,HEK,Q9Y487,VPP2_HUMAN,HEK,16,1,Human,0.9946
no,1 - high confidence,non CD,10384,BTN3A3,HEK,O00478,BT3A3_HUMAN,HEK,33,1,Human,0.9946
no,1 - high confidence,non CD,79794,C12orf49,HEK,Q9H741,CL049_HUMAN,HEK,3,1,Human,0.9877
no,1 - high confidence,non CD,51430,C1orf9,HEK,Q9UBS9,CA009_HUMAN,HEK,7,1,Human,0.9941
no,1 - high confidence,non CD,57685,CACHD1,HEK,Q5VU97,CAHD1_HUMAN,HEK,3,1,Human,0.9946
no,1 - high confidence,non CD,253559,CADM2,HEK,Q8N3J6,CADM2_HUMAN,HEK,5,1,Human,0.9295
no,1 - high confidence,non CD,90693,CCDC126,HEK,Q96EE4,CC126_HUMAN,HEK,10,1,Human,0.9887
no,1 - high confidence,non CD,1002,CDH4,HEK,P55283,CADH4_HUMAN,HEK,8,1,Human,0.9946
no,1 - high confidence,non CD,54805,CNNM2,HEK,Q9H8M5,CNNM2_HUMAN,HEK,13,1,Human,0.9946
no,1 - high confidence,non CD,79174,CRELD2,HEK,Q6UXH1,CREL2_HUMAN,HEK,3,1,Human,0.9898
no,1 - high confidence,non CD,1435,CSF1,HEK,P09603,CSF1_HUMAN,HEK,15,1,Human,0.9688
no,1 - high confidence,non CD,1509,CTSD,HEK,P07339,CATD_HUMAN,HEK,21,1,Human,0.9946
no,1 - high confidence,non CD,131566,DCBLD2,HEK,Q96PD2,DCBD2_HUMAN,HEK,18,1,Human,0.9941
no,1 - high confidence,non CD,9993,DGCR2,HEK,P98153,IDD_HUMAN,HEK,2,1,Human,0.9946
no,1 - high confidence,non CD,1946,EFNA5,HEK,P52803,EFNA5_HUMAN,HEK,12,1,Human,0.9946
no,1 - high confidence,non CD,2043,EPHA4,HEK,P54764,EPHA4_HUMAN,HEK,4,1,Human,0.9157
no,1 - high confidence,non CD,2050,EPHB4,HEK,P54760,EPHB4_HUMAN,HEK,17,1,Human,0.9946
no,1 - high confidence,non CD,345757,FAM174A,HEK,Q8TBP5,F174A_HUMAN,HEK,9,1,Human,0.9946
no,1 - high confidence,non CD,400451,FAM174B,HEK,Q3ZCQ3,F174B_HUMAN,HEK,12,1,Human,0.9946
no,1 - high confidence,non CD,120114,FAT3,HEK,Q8TDW7,FAT3_HUMAN,HEK,4,1,Human,0.9941
no,1 - high confidence,non CD,79633,FAT4,HEK,Q6V0I7,FAT4_HUMAN,HEK,10,1,Human,0.8968
no,1 - high confidence,non CD,2244,FGB,HEK,P02675,FIBB_HUMAN,HEK,21,1,Human,0.9946
no,1 - high confidence,non CD,53834,FGFRL1,HEK,Q8N441,FGRL1_HUMAN,HEK,26,1,Human,0.9946
no,1 - high confidence,non CD,2335,FN1,HEK,P02751,FINC_HUMAN,HEK,25,1,Human,0.9818
no,1 - high confidence,non CD,80144,FRAS1,HEK,Q86XX4,FRAS1_HUMAN,HEK,2,1,Human,0.9946
no,1 - high confidence,non CD,10149,GPR64,HEK,Q8IZP9,GPR64_HUMAN,HEK,3,1,Human,0.9986
no,1 - high confidence,non CD,2894,GRID1,HEK,Q9ULK0,GRID1_HUMAN,HEK,3,1,Human,0.9427
no,1 - high confidence,non CD,3106,HLA-B,HEK,P01889,1B07_HUMAN,HEK,8,1,Human,0.9993
no,1 - high confidence,non CD,3113,HLA-DPA1,HEK,P20036,DPA1_HUMAN,HEK,23,1,Human,0.9946
no,1 - high confidence,non CD,3115,HLA-DPB1,HEK,P04440,DPB1_HUMAN,HEK,18,1,Human,0.9946
no,1 - high confidence,non CD,3263,HPX,HEK,P02790,HEMO_HUMAN,HEK,13,1,Human,0.9946
